Survey_Date,Age,Age_group,Gender,Region,Industry,Job_Role,Work_Arrangement,Hours_Per_Week,Mental_Health_Status,Burnout_Level,Burnout_score,Work_Life_Balance_Score,Physical_Health_Issues,Social_Isolation_Score,Salary_Range
2025-06-22,52,51-65,Male,Oceania,Technology,Financial Analyst,Onsite,54,Burnout,Low,3,2,Shoulder Pain; Eye Strain,2,$60K-80K
2025-06-22,24,20-35,Male,Asia,Healthcare,Financial Analyst,Onsite,55,None,Low,1,2,Neck Pain,2,$60K-80K
2025-06-22,53,51-65,Female,Asia,Marketing,Financial Analyst,Remote,52,ADHD,High,10,3,Eye Strain; Wrist Pain,3,$120K+
2025-06-22,27,20-35,Male,Europe,Marketing,Financial Analyst,Onsite,40,Stress Disorder,Low,3,5,Back Pain; Shoulder Pain; Eye Strain; Neck Pain; Wrist Pain,1,$80K-100K
2025-06-22,35,20-35,Female,Europe,Professional Services,Financial Analyst,Onsite,42,Depression,Low,3,3,Back Pain; Shoulder Pain; Eye Strain; Wrist Pain,3,$100K-120K
2025-06-23,59,51-65,Female,Oceania,Professional Services,Financial Analyst,Onsite,58,ADHD,Medium,6,1,Back Pain,4,$80K-100K
2025-06-23,24,20-35,Male,Africa,Technology,Financial Analyst,Hybrid,48,Burnout,Medium,5,2,Back Pain; Shoulder Pain; Eye Strain; Wrist Pain,4,$100K-120K
2025-06-23,50,36-50,Male,Asia,Education,Financial Analyst,Onsite,61,Burnout,Medium,4,3,Back Pain; Eye Strain; Neck Pain,2,$80K-100K
2025-06-23,38,36-50,Male,South America,Education,Financial Analyst,Onsite,45,Burnout,Medium,6,1,None,5,$80K-100K
2025-06-23,48,36-50,Female,Oceania,Finance,Financial Analyst,Onsite,44,PTSD,Low,1,4,Shoulder Pain; Neck Pain,5,$100K-120K
2025-06-23,38,36-50,Female,North America,Healthcare,Financial Analyst,Remote,61,None,Low,2,5,Wrist Pain,4,$80K-100K
2025-06-24,62,51-65,Male,Oceania,Healthcare,Financial Analyst,Remote,62,Burnout,Medium,4,3,Shoulder Pain; Eye Strain; Neck Pain,1,$60K-80K
2025-06-24,51,51-65,Male,Europe,Marketing,Financial Analyst,Onsite,41,Stress Disorder,Medium,5,3,Back Pain; Shoulder Pain,4,$60K-80K
2025-06-24,56,51-65,Male,Africa,Professional Services,Financial Analyst,Onsite,54,ADHD,Medium,5,3,Back Pain,1,$80K-100K
2025-06-24,46,36-50,Male,Africa,Technology,Financial Analyst,Onsite,55,Burnout,Medium,5,1,Back Pain; Eye Strain; Neck Pain,1,$100K-120K
2025-06-25,55,51-65,Female,Europe,Retail,Financial Analyst,Hybrid,47,Burnout,High,10,1,Shoulder Pain; Eye Strain,2,$100K-120K
2025-06-25,56,51-65,Male,Asia,Professional Services,Financial Analyst,Hybrid,50,Anxiety,Medium,6,3,Eye Strain,4,$80K-100K
2025-06-25,62,51-65,Female,Asia,Marketing,Financial Analyst,Hybrid,42,None,Medium,6,3,Shoulder Pain,4,$100K-120K
2025-06-25,65,51-65,Female,Europe,Technology,Financial Analyst,Remote,56,None,Medium,5,5,Back Pain; Wrist Pain,2,$60K-80K
2025-06-25,44,36-50,Male,South America,Professional Services,Financial Analyst,Hybrid,45,Depression,Medium,5,5,None,3,$60K-80K
2025-06-25,34,20-35,Female,North America,Retail,Financial Analyst,Onsite,47,Stress Disorder,Medium,4,3,Back Pain; Eye Strain,5,$60K-80K
2025-06-25,53,51-65,Male,Africa,Education,Financial Analyst,Hybrid,37,Anxiety,Medium,6,4,Shoulder Pain; Eye Strain; Wrist Pain,2,$100K-120K
2025-06-25,33,20-35,Male,Asia,Technology,Financial Analyst,Hybrid,35,PTSD,Medium,4,2,Shoulder Pain; Eye Strain,2,$80K-100K
2025-06-25,56,51-65,Male,Europe,Marketing,Financial Analyst,Hybrid,63,None,High,10,3,Back Pain; Eye Strain,4,$100K-120K
2025-06-26,36,36-50,Male,South America,Finance,Financial Analyst,Hybrid,50,None,High,7,2,Back Pain; Eye Strain,3,$80K-100K
2025-06-26,37,36-50,Male,South America,Technology,Financial Analyst,Hybrid,51,ADHD,High,7,2,Back Pain; Eye Strain; Neck Pain,3,$60K-80K
2025-06-26,24,20-35,Male,Asia,Education,Financial Analyst,Remote,59,None,Medium,4,1,Back Pain; Shoulder Pain; Eye Strain,4,$80K-100K
2025-06-26,43,36-50,Female,Asia,Professional Services,Financial Analyst,Onsite,43,None,High,7,3,Eye Strain,2,$60K-80K
2025-06-01,37,36-50,Female,Asia,Finance,HR Manager,Onsite,55,Burnout,Medium,4,5,Back Pain,1,$60K-80K
2025-06-01,36,36-50,Female,Africa,Customer Service,HR Manager,Onsite,63,None,Medium,5,3,Shoulder Pain,2,$60K-80K
2025-06-01,40,36-50,Female,Asia,Professional Services,HR Manager,Remote,62,None,High,9,1,None,1,$80K-100K
2025-06-01,29,20-35,Male,Asia,Manufacturing,HR Manager,Onsite,38,Depression,High,8,4,Back Pain; Neck Pain,3,$80K-100K
2025-06-01,39,36-50,Female,Asia,Finance,HR Manager,Onsite,52,Burnout,Low,1,3,Back Pain; Shoulder Pain,4,$80K-100K
2025-06-01,59,51-65,Male,Africa,Technology,HR Manager,Remote,58,Depression,Medium,5,5,None,3,$80K-100K
2025-06-02,58,51-65,Male,Oceania,Finance,HR Manager,Onsite,63,Depression,Medium,6,1,None,3,$60K-80K
2025-06-02,27,20-35,Female,South America,Marketing,HR Manager,Onsite,50,Burnout,Medium,6,4,Back Pain; Shoulder Pain; Eye Strain; Wrist Pain,1,$60K-80K
2025-06-02,43,36-50,Male,Europe,Professional Services,HR Manager,Remote,36,Anxiety,High,9,4,Back Pain; Shoulder Pain; Eye Strain; Neck Pain,2,$60K-80K
2025-06-02,47,36-50,Non-binary,Africa,Technology,HR Manager,Hybrid,64,Anxiety,Low,3,3,None,1,$60K-80K
2025-06-03,35,20-35,Female,Africa,Professional Services,HR Manager,Hybrid,39,Stress Disorder,Medium,5,3,Back Pain; Shoulder Pain,5,$60K-80K
2025-06-03,45,36-50,Non-binary,Asia,Education,HR Manager,Remote,53,None,High,7,4,Shoulder Pain,1,$60K-80K
2025-06-03,47,36-50,Male,North America,Technology,HR Manager,Remote,37,ADHD,Medium,6,1,Wrist Pain,5,$60K-80K
2025-06-03,23,20-35,Male,Asia,Professional Services,HR Manager,Onsite,64,PTSD,Low,1,4,Shoulder Pain; Wrist Pain,2,$100K-120K
2025-06-04,49,36-50,Female,Africa,Manufacturing,HR Manager,Onsite,49,PTSD,High,7,3,Back Pain; Shoulder Pain; Neck Pain,5,$40K-60K
2025-06-04,47,36-50,Male,Africa,Finance,HR Manager,Onsite,45,Stress Disorder,High,10,1,Back Pain; Eye Strain,5,$60K-80K
2025-06-04,49,36-50,Male,Asia,Customer Service,HR Manager,Hybrid,59,PTSD,Medium,5,3,Shoulder Pain; Eye Strain; Neck Pain,3,$80K-100K
2025-06-04,39,36-50,Female,South America,Technology,HR Manager,Hybrid,47,Burnout,High,10,4,Back Pain; Shoulder Pain,3,$60K-80K
2025-06-05,32,20-35,Female,South America,Healthcare,HR Manager,Onsite,47,ADHD,High,7,3,Shoulder Pain; Eye Strain; Wrist Pain,1,$60K-80K
2025-06-05,49,36-50,Female,South America,Technology,HR Manager,Remote,56,Stress Disorder,High,8,4,Shoulder Pain; Eye Strain; Neck Pain; Wrist Pain,4,$80K-100K
2025-06-05,65,51-65,Female,North America,Finance,HR Manager,Remote,53,PTSD,High,7,2,Back Pain; Shoulder Pain; Neck Pain; Wrist Pain,4,$80K-100K
2025-06-05,60,51-65,Female,Asia,Manufacturing,HR Manager,Onsite,51,ADHD,Medium,4,3,Shoulder Pain; Neck Pain; Wrist Pain,3,$100K-120K
2025-06-05,30,20-35,Female,Oceania,Retail,HR Manager,Onsite,36,Stress Disorder,High,8,2,Back Pain; Shoulder Pain,5,$60K-80K
2025-06-05,34,20-35,Male,Europe,Professional Services,HR Manager,Onsite,61,Depression,High,7,3,Back Pain; Eye Strain,2,$60K-80K
2025-06-06,33,20-35,Non-binary,Africa,Professional Services,HR Manager,Hybrid,35,Stress Disorder,Medium,5,2,Eye Strain; Neck Pain,1,$60K-80K
2025-06-06,31,20-35,Female,Africa,Professional Services,HR Manager,Onsite,57,Burnout,High,7,2,Eye Strain,2,$60K-80K
2025-06-06,28,20-35,Male,Asia,Manufacturing,HR Manager,Hybrid,40,Anxiety,Medium,6,4,Back Pain; Eye Strain,3,$40K-60K
2025-06-06,26,20-35,Male,Africa,Manufacturing,HR Manager,Hybrid,60,Anxiety,Medium,5,3,Back Pain,2,$40K-60K
2025-06-06,45,36-50,Female,Oceania,Professional Services,HR Manager,Onsite,52,None,Medium,5,3,Shoulder Pain; Eye Strain,3,$100K-120K
2025-06-07,32,20-35,Female,South America,Technology,HR Manager,Hybrid,35,Anxiety,High,7,2,Shoulder Pain; Eye Strain; Neck Pain,2,$60K-80K
2025-06-07,25,20-35,Male,North America,Professional Services,HR Manager,Onsite,62,Depression,Medium,4,3,Back Pain; Eye Strain,2,$80K-100K
2025-06-07,60,51-65,Female,Asia,Manufacturing,HR Manager,Onsite,37,None,High,7,5,Shoulder Pain,2,$60K-80K
2025-06-07,38,36-50,Female,South America,Marketing,HR Manager,Onsite,57,None,High,9,2,None,2,$60K-80K
2025-06-07,35,20-35,Female,Europe,Technology,HR Manager,Hybrid,35,Burnout,Medium,6,1,Back Pain; Shoulder Pain; Eye Strain,3,$40K-60K
2025-06-08,24,20-35,Male,Oceania,Technology,HR Manager,Remote,62,Stress Disorder,High,7,1,Back Pain; Neck Pain; Wrist Pain,3,$60K-80K
2025-06-08,49,36-50,Male,South America,Education,HR Manager,Onsite,44,PTSD,Medium,6,3,Shoulder Pain; Neck Pain,2,$40K-60K
2025-06-08,39,36-50,Male,Africa,Technology,HR Manager,Hybrid,59,PTSD,High,8,3,Eye Strain,4,$40K-60K
2025-06-09,42,36-50,Male,North America,Retail,HR Manager,Hybrid,40,None,Medium,6,1,Back Pain; Shoulder Pain,1,$100K-120K
2025-06-09,43,36-50,Male,Oceania,Retail,HR Manager,Hybrid,46,Depression,Low,3,4,Shoulder Pain,4,$80K-100K
2025-06-09,40,36-50,Female,North America,Professional Services,HR Manager,Onsite,36,Anxiety,Low,3,4,Shoulder Pain,1,$80K-100K
2025-06-09,65,51-65,Female,Africa,Professional Services,HR Manager,Hybrid,58,Stress Disorder,Medium,6,3,Back Pain; Shoulder Pain; Eye Strain; Neck Pain; Wrist Pain,1,$100K-120K
2025-06-09,65,51-65,Female,Asia,Healthcare,HR Manager,Onsite,40,PTSD,Low,2,4,Shoulder Pain; Eye Strain; Neck Pain,1,$60K-80K
2025-06-09,33,20-35,Female,North America,Professional Services,HR Manager,Onsite,64,None,High,9,1,Back Pain,3,$80K-100K
2025-06-10,56,51-65,Male,Europe,Manufacturing,HR Manager,Onsite,36,ADHD,Low,1,3,Shoulder Pain; Wrist Pain,2,$60K-80K
2025-06-10,61,51-65,Female,South America,Customer Service,HR Manager,Onsite,45,Stress Disorder,High,10,4,None,3,$80K-100K
2025-06-10,61,51-65,Male,North America,Professional Services,HR Manager,Hybrid,41,None,High,7,3,Back Pain; Eye Strain; Neck Pain,2,$80K-100K
2025-06-10,63,51-65,Male,Europe,Healthcare,HR Manager,Onsite,60,None,Medium,6,1,Eye Strain; Neck Pain,1,$60K-80K
2025-06-10,42,36-50,Female,Europe,Professional Services,HR Manager,Onsite,39,Depression,Low,2,5,Shoulder Pain,4,$80K-100K
2025-06-10,28,20-35,Male,North America,Technology,HR Manager,Remote,40,Anxiety,Low,2,3,Back Pain; Eye Strain,3,$60K-80K
2025-06-11,52,51-65,Male,Oceania,Manufacturing,HR Manager,Hybrid,55,Burnout,Low,1,1,Eye Strain,1,$80K-100K
2025-06-11,45,36-50,Female,Europe,Professional Services,HR Manager,Onsite,60,Depression,Low,1,2,Back Pain; Shoulder Pain,3,$60K-80K
2025-06-11,32,20-35,Female,Oceania,Healthcare,HR Manager,Hybrid,53,Anxiety,High,10,3,Eye Strain,4,$80K-100K
2025-06-11,27,20-35,Female,South America,Manufacturing,HR Manager,Hybrid,57,PTSD,High,8,3,None,3,$60K-80K
2025-06-11,36,36-50,Male,South America,Technology,HR Manager,Hybrid,45,Burnout,High,10,3,Back Pain; Shoulder Pain; Eye Strain,2,$40K-60K
2025-06-12,22,20-35,Male,Africa,Finance,HR Manager,Onsite,41,Depression,Medium,5,2,Back Pain; Shoulder Pain; Neck Pain,3,$60K-80K
2025-06-12,29,20-35,Female,North America,Professional Services,HR Manager,Onsite,52,PTSD,Low,2,4,Eye Strain,2,$60K-80K
2025-06-12,40,36-50,Female,South America,Manufacturing,HR Manager,Onsite,36,PTSD,Medium,5,5,Back Pain,1,$80K-100K
2025-06-12,27,20-35,Female,North America,Finance,HR Manager,Onsite,47,Depression,High,8,3,Back Pain; Shoulder Pain; Eye Strain,1,$60K-80K
2025-06-12,33,20-35,Male,Europe,Education,HR Manager,Onsite,64,Anxiety,Medium,4,1,None,2,$40K-60K
2025-06-12,58,51-65,Female,Oceania,Technology,HR Manager,Hybrid,51,Burnout,Medium,6,1,Back Pain; Shoulder Pain; Eye Strain; Wrist Pain,2,$40K-60K
2025-06-12,41,36-50,Female,Africa,Manufacturing,HR Manager,Remote,57,Stress Disorder,Medium,5,4,None,3,$60K-80K
2025-06-12,22,20-35,Male,Oceania,Education,HR Manager,Onsite,60,ADHD,Low,3,4,Back Pain,2,$60K-80K
2025-06-12,37,36-50,Male,Europe,Professional Services,HR Manager,Onsite,51,Depression,High,9,3,Shoulder Pain,2,$60K-80K
2025-06-12,35,20-35,Female,South America,Retail,HR Manager,Hybrid,47,PTSD,Medium,5,2,Back Pain; Shoulder Pain; Eye Strain,2,$40K-60K
2025-06-13,28,20-35,Male,Europe,Education,HR Manager,Hybrid,59,None,Medium,6,3,Back Pain; Shoulder Pain,3,$100K-120K
2025-06-13,65,51-65,Male,Europe,Professional Services,HR Manager,Onsite,49,Stress Disorder,Low,1,4,None,2,$80K-100K
2025-06-13,65,51-65,Female,Asia,Manufacturing,HR Manager,Hybrid,47,Burnout,Low,1,4,Back Pain; Shoulder Pain,2,$100K-120K
2025-06-13,54,51-65,Male,South America,Professional Services,HR Manager,Remote,38,None,High,10,3,Back Pain,5,$40K-60K
2025-06-13,57,51-65,Male,North America,Retail,HR Manager,Onsite,59,Depression,Medium,5,2,Back Pain,1,$60K-80K
2025-06-13,38,36-50,Male,North America,Healthcare,HR Manager,Remote,52,None,Medium,4,3,Shoulder Pain,4,$40K-60K
2025-06-14,32,20-35,Female,Oceania,Manufacturing,HR Manager,Onsite,56,PTSD,Medium,4,1,Shoulder Pain; Eye Strain,2,$80K-100K
2025-06-14,50,36-50,Female,Africa,Professional Services,HR Manager,Onsite,47,Stress Disorder,Medium,4,2,Back Pain; Shoulder Pain; Eye Strain,4,$60K-80K
2025-06-14,60,51-65,Female,South America,Customer Service,HR Manager,Onsite,37,Depression,Medium,5,2,Eye Strain; Neck Pain,1,$80K-100K
2025-06-14,25,20-35,Female,Europe,Professional Services,HR Manager,Onsite,63,None,Low,2,4,Back Pain; Shoulder Pain; Eye Strain,1,$80K-100K
2025-06-14,32,20-35,Prefer not to say,Africa,Professional Services,HR Manager,Onsite,56,Burnout,High,9,3,Shoulder Pain; Neck Pain,2,$40K-60K
2025-06-14,51,51-65,Male,Europe,Manufacturing,HR Manager,Hybrid,35,None,Medium,5,4,Back Pain; Eye Strain,3,$120K+
2025-06-14,36,36-50,Female,Africa,Manufacturing,HR Manager,Remote,65,Stress Disorder,High,9,1,Eye Strain; Neck Pain,3,$80K-100K
2025-06-14,59,51-65,Male,Africa,Professional Services,HR Manager,Remote,45,Stress Disorder,Medium,4,5,Back Pain; Shoulder Pain; Eye Strain,3,$40K-60K
2025-06-15,54,51-65,Female,South America,Finance,HR Manager,Remote,59,ADHD,High,10,5,Eye Strain; Neck Pain,4,$40K-60K
2025-06-15,28,20-35,Male,Oceania,Manufacturing,HR Manager,Onsite,62,Anxiety,High,10,2,None,2,$100K-120K
2025-06-15,52,51-65,Male,Asia,Healthcare,HR Manager,Onsite,55,Burnout,Medium,5,3,Back Pain; Shoulder Pain; Eye Strain; Neck Pain,1,$40K-60K
2025-06-16,38,36-50,Female,Oceania,Technology,HR Manager,Hybrid,35,Depression,Medium,6,2,Back Pain,3,$80K-100K
2025-06-16,44,36-50,Male,South America,Professional Services,HR Manager,Onsite,39,Anxiety,High,9,1,Back Pain; Shoulder Pain,5,$80K-100K
2025-06-16,30,20-35,Female,Asia,Finance,HR Manager,Hybrid,35,None,High,7,3,Back Pain; Eye Strain; Neck Pain; Wrist Pain,5,$60K-80K
2025-06-16,52,51-65,Male,Asia,Professional Services,HR Manager,Hybrid,43,PTSD,High,10,2,Back Pain; Shoulder Pain; Wrist Pain,4,$60K-80K
2025-06-16,26,20-35,Male,Africa,Customer Service,HR Manager,Hybrid,44,Anxiety,High,10,4,Back Pain; Eye Strain; Wrist Pain,2,$60K-80K
2025-06-17,48,36-50,Male,Asia,Manufacturing,HR Manager,Hybrid,45,ADHD,Medium,4,3,Wrist Pain,4,$40K-60K
2025-06-17,59,51-65,Male,South America,Finance,HR Manager,Onsite,56,Stress Disorder,High,8,1,Neck Pain,1,$60K-80K
2025-06-17,31,20-35,Male,North America,Professional Services,HR Manager,Onsite,48,ADHD,Medium,6,3,Back Pain; Eye Strain,1,$60K-80K
2025-06-17,55,51-65,Male,South America,Finance,HR Manager,Onsite,38,None,Low,3,1,Back Pain; Eye Strain,2,$80K-100K
2025-06-18,52,51-65,Male,Africa,Education,HR Manager,Hybrid,62,PTSD,Low,2,3,Back Pain; Eye Strain,3,$80K-100K
2025-06-18,28,20-35,Female,Europe,Customer Service,HR Manager,Remote,60,Depression,High,8,3,Back Pain; Eye Strain,4,$60K-80K
2025-06-18,48,36-50,Female,Europe,Professional Services,HR Manager,Onsite,63,None,Low,3,2,Back Pain; Eye Strain,1,$60K-80K
2025-06-18,27,20-35,Male,Europe,Technology,HR Manager,Onsite,53,None,Low,3,4,Back Pain; Shoulder Pain,3,$60K-80K
2025-06-18,51,51-65,Female,Europe,Technology,HR Manager,Hybrid,53,Stress Disorder,Medium,4,5,Shoulder Pain,1,$80K-100K
2025-06-19,47,36-50,Female,Oceania,Professional Services,HR Manager,Onsite,65,PTSD,Medium,6,3,None,2,$60K-80K
2025-06-20,59,51-65,Male,Europe,Manufacturing,HR Manager,Hybrid,48,ADHD,Low,3,3,Back Pain; Shoulder Pain; Eye Strain; Neck Pain,3,$60K-80K
2025-06-20,28,20-35,Female,North America,Manufacturing,HR Manager,Hybrid,59,Depression,High,10,1,Shoulder Pain,2,$80K-100K
2025-06-20,27,20-35,Female,Africa,Professional Services,HR Manager,Onsite,43,Depression,Medium,5,3,Shoulder Pain; Eye Strain,4,$80K-100K
2025-06-21,60,51-65,Female,Asia,Professional Services,HR Manager,Hybrid,45,Burnout,High,9,3,Back Pain; Neck Pain,4,$100K-120K
2025-06-21,34,20-35,Female,North America,Marketing,HR Manager,Hybrid,39,Depression,High,7,3,Back Pain; Shoulder Pain,3,$40K-60K
2025-06-21,45,36-50,Female,South America,Technology,HR Manager,Remote,64,Anxiety,High,9,1,Eye Strain; Wrist Pain,4,$40K-60K
2025-06-21,23,20-35,Male,North America,Technology,HR Manager,Hybrid,55,Burnout,High,8,3,Back Pain; Shoulder Pain; Eye Strain,4,$100K-120K
2025-06-21,23,20-35,Female,North America,Technology,HR Manager,Onsite,36,None,Medium,5,5,Back Pain; Shoulder Pain; Eye Strain,4,$60K-80K
2025-06-21,28,20-35,Male,Europe,Finance,HR Manager,Onsite,37,Anxiety,Medium,5,5,Eye Strain,2,$40K-60K
2025-06-21,46,36-50,Male,South America,Finance,HR Manager,Onsite,64,Depression,Medium,5,1,Shoulder Pain; Eye Strain,2,$40K-60K
2025-06-21,54,51-65,Female,Europe,Professional Services,HR Manager,Onsite,36,None,High,7,3,Shoulder Pain; Neck Pain,2,$60K-80K
2025-06-22,23,20-35,Male,Asia,Professional Services,HR Manager,Onsite,54,Anxiety,Low,2,1,Back Pain; Shoulder Pain; Eye Strain; Wrist Pain,2,$100K-120K
2025-06-22,24,20-35,Female,North America,Manufacturing,HR Manager,Onsite,55,Burnout,High,10,4,Eye Strain,1,$100K-120K
2025-06-22,33,20-35,Female,Asia,Manufacturing,HR Manager,Onsite,50,Depression,Low,1,4,Back Pain; Shoulder Pain; Wrist Pain,1,$40K-60K
2025-06-22,49,36-50,Female,North America,Technology,HR Manager,Hybrid,49,Anxiety,Low,3,3,Eye Strain,2,$80K-100K
2025-06-22,65,51-65,Female,Europe,Technology,HR Manager,Remote,47,None,High,8,2,Back Pain; Shoulder Pain; Neck Pain; Wrist Pain,2,$60K-80K
2025-06-22,38,36-50,Female,Oceania,Manufacturing,HR Manager,Hybrid,43,Depression,High,10,3,Shoulder Pain; Eye Strain; Wrist Pain,3,$80K-100K
2025-06-22,61,51-65,Female,South America,Healthcare,HR Manager,Hybrid,49,None,High,7,4,Shoulder Pain; Eye Strain,2,$40K-60K
2025-06-22,41,36-50,Male,Asia,Technology,HR Manager,Onsite,50,ADHD,Low,1,5,Back Pain,1,$60K-80K
2025-06-22,55,51-65,Female,Europe,Finance,HR Manager,Onsite,55,Depression,High,7,5,Back Pain; Shoulder Pain; Eye Strain,2,$40K-60K
2025-06-23,55,51-65,Female,Asia,Professional Services,HR Manager,Onsite,37,None,High,8,3,Shoulder Pain; Neck Pain,3,$60K-80K
2025-06-23,23,20-35,Male,Asia,Technology,HR Manager,Hybrid,62,PTSD,Medium,5,3,Shoulder Pain,1,$60K-80K
2025-06-23,46,36-50,Male,North America,Customer Service,HR Manager,Onsite,56,PTSD,High,8,4,Back Pain; Eye Strain,4,$80K-100K
2025-06-23,23,20-35,Prefer not to say,Africa,Finance,HR Manager,Hybrid,36,None,High,8,2,Neck Pain,4,$40K-60K
2025-06-23,40,36-50,Male,Oceania,Retail,HR Manager,Hybrid,65,PTSD,High,9,3,Shoulder Pain; Eye Strain,4,$100K-120K
2025-06-23,44,36-50,Female,Oceania,Retail,HR Manager,Remote,49,Stress Disorder,Medium,6,5,Shoulder Pain; Eye Strain,3,$60K-80K
2025-06-24,28,20-35,Female,Europe,Retail,HR Manager,Onsite,61,Anxiety,Low,1,5,Back Pain; Shoulder Pain,5,$80K-100K
2025-06-24,60,51-65,Female,South America,Professional Services,HR Manager,Hybrid,35,None,High,9,2,Back Pain; Eye Strain; Wrist Pain,2,$60K-80K
2025-06-24,27,20-35,Female,Oceania,Technology,HR Manager,Hybrid,52,Depression,High,10,1,None,1,$120K+
2025-06-24,53,51-65,Male,Oceania,Manufacturing,HR Manager,Remote,46,None,Medium,6,5,Back Pain; Shoulder Pain,5,$60K-80K
2025-06-24,22,20-35,Female,Oceania,Professional Services,HR Manager,Remote,44,Stress Disorder,High,8,3,Shoulder Pain; Eye Strain,4,$60K-80K
2025-06-24,62,51-65,Female,North America,Retail,HR Manager,Onsite,62,None,Low,1,3,Shoulder Pain; Eye Strain; Wrist Pain,3,$60K-80K
2025-06-24,28,20-35,Male,Oceania,Education,HR Manager,Onsite,43,None,Medium,4,3,Shoulder Pain; Neck Pain,2,$60K-80K
2025-06-25,62,51-65,Male,South America,Customer Service,HR Manager,Hybrid,41,Anxiety,Medium,4,3,Back Pain; Neck Pain,3,$120K+
2025-06-25,31,20-35,Female,Europe,Finance,HR Manager,Onsite,63,Burnout,High,7,3,Shoulder Pain; Eye Strain,1,$60K-80K
2025-06-25,47,36-50,Female,Asia,Finance,HR Manager,Remote,44,None,Medium,5,4,Eye Strain,4,$80K-100K
2025-06-25,60,51-65,Female,South America,Customer Service,HR Manager,Remote,44,ADHD,High,8,4,Back Pain; Eye Strain; Neck Pain,4,$60K-80K
2025-06-25,28,20-35,Male,Asia,Manufacturing,HR Manager,Hybrid,48,Burnout,Low,2,2,Back Pain; Wrist Pain,2,$40K-60K
2025-06-25,65,51-65,Female,North America,Education,HR Manager,Onsite,59,None,Medium,4,3,Back Pain,3,$60K-80K
2025-06-25,37,36-50,Female,Asia,Finance,HR Manager,Hybrid,49,PTSD,High,10,1,Back Pain,1,$80K-100K
2025-06-26,40,36-50,Female,South America,Technology,HR Manager,Onsite,50,Depression,High,9,2,Shoulder Pain; Eye Strain,2,$80K-100K
2025-06-26,40,36-50,Female,Oceania,Retail,HR Manager,Hybrid,59,Depression,High,10,2,Neck Pain,1,$40K-60K
2025-06-26,45,36-50,Female,Europe,Manufacturing,HR Manager,Hybrid,40,None,High,9,2,None,1,$60K-80K
2025-06-26,60,51-65,Female,Oceania,Customer Service,HR Manager,Onsite,61,PTSD,Low,3,3,Back Pain,2,$40K-60K
2025-06-26,45,36-50,Female,North America,Professional Services,HR Manager,Onsite,59,PTSD,Medium,6,1,Shoulder Pain,3,$40K-60K
2025-06-01,50,36-50,Female,Asia,Manufacturing,IT Support,Onsite,62,None,Medium,4,4,Back Pain; Shoulder Pain; Wrist Pain,2,$80K-100K
2025-06-01,27,20-35,Male,Europe,Education,IT Support,Onsite,44,Depression,Medium,6,3,Back Pain; Shoulder Pain; Eye Strain,3,$80K-100K
2025-06-01,22,20-35,Female,Asia,Customer Service,IT Support,Hybrid,64,ADHD,Medium,4,1,None,3,$80K-100K
2025-06-01,65,51-65,Male,North America,Healthcare,IT Support,Onsite,45,Anxiety,Low,3,4,None,1,$120K+
2025-06-02,52,51-65,Female,South America,Education,IT Support,Onsite,60,Depression,High,8,2,Back Pain; Eye Strain,1,$60K-80K
2025-06-02,52,51-65,Male,Oceania,Education,IT Support,Remote,44,Burnout,Medium,5,1,Back Pain; Shoulder Pain; Eye Strain; Neck Pain,3,$60K-80K
2025-06-02,40,36-50,Female,Africa,Education,IT Support,Remote,42,ADHD,Low,3,3,Back Pain; Shoulder Pain; Eye Strain; Wrist Pain,3,$60K-80K
2025-06-03,62,51-65,Female,Asia,Marketing,IT Support,Onsite,37,Anxiety,Low,2,3,Back Pain; Shoulder Pain; Eye Strain; Neck Pain; Wrist Pain,2,$40K-60K
2025-06-03,30,20-35,Female,Oceania,Finance,IT Support,Onsite,42,Anxiety,High,7,5,Back Pain,5,$60K-80K
2025-06-03,54,51-65,Male,Europe,Professional Services,IT Support,Onsite,62,None,Low,2,5,None,2,$40K-60K
2025-06-03,22,20-35,Male,North America,Manufacturing,IT Support,Hybrid,41,Stress Disorder,Medium,5,1,Shoulder Pain,3,$60K-80K
2025-06-04,46,36-50,Male,Africa,Marketing,IT Support,Hybrid,54,Burnout,Low,2,2,Back Pain; Shoulder Pain,1,$80K-100K
2025-06-04,35,20-35,Prefer not to say,Africa,Education,IT Support,Onsite,63,None,Low,3,5,None,2,$40K-60K
2025-06-04,62,51-65,Female,Africa,Technology,IT Support,Hybrid,52,None,Medium,4,3,Back Pain; Shoulder Pain; Eye Strain; Neck Pain,5,$100K-120K
2025-06-04,64,51-65,Female,Europe,Marketing,IT Support,Hybrid,44,Anxiety,Medium,5,1,Back Pain; Shoulder Pain; Neck Pain; Wrist Pain,2,$40K-60K
2025-06-04,59,51-65,Female,Asia,Marketing,IT Support,Hybrid,55,Anxiety,Medium,6,3,Back Pain; Shoulder Pain; Eye Strain,3,$60K-80K
2025-06-04,38,36-50,Male,Europe,Technology,IT Support,Onsite,59,None,Medium,5,3,Shoulder Pain,2,$40K-60K
2025-06-04,40,36-50,Male,Africa,Technology,IT Support,Remote,36,Burnout,Low,3,4,Back Pain; Shoulder Pain,4,$80K-100K
2025-06-04,47,36-50,Male,Africa,Education,IT Support,Hybrid,58,Depression,High,9,4,Eye Strain; Neck Pain,4,$60K-80K
